,Sample,bacterium,Relative_abundance,Sort3
935,JR.3A,Unclassified,100,NA
936,JR.3A,Others,0,NA
937,JR.4A,Bradyrhizobium_viridifuturi,0,NA
938,JR.4A,Catellicoccus_marimammalium,100,NA
939,JR.4A,Escherichia_coli,0,NA
940,JR.4A,Saccharomyces_cerevisiae,0,NA
941,JR.4A,Exiguobacterium_undae,0,NA
942,JR.4A,Clostridium_perfringens,0,NA
943,JR.4A,Microcystis_aeruginosa,0,NA
944,JR.4A,Unclassified,0,NA
945,JR.4A,Others,0,NA
946,LRDYA,Catellicoccus_marimammalium,81.28349,Black-headed gull
947,LRDYA,Bradyrhizobium_viridifuturi,0,Black-headed gull
948,LRDYA,Escherichia_coli,0.12991,Black-headed gull
949,LRDYA,Clostridium_perfringens,0.00307,Black-headed gull
950,LRDYA,Unclassified,0,Black-headed gull
951,LRDYA,Others,18.58353,Black-headed gull
952,LRDYA,Exiguobacterium_undae,0,Black-headed gull
953,LRDYA,Microcystis_aeruginosa,0,Black-headed gull
954,LRDYA,Saccharomyces_cerevisiae,0,Black-headed gull
955,LRDYYA,Unclassified,0,Black-headed gull
956,LRDYYA,Clostridium_perfringens,0,Black-headed gull
957,LRDYYA,Microcystis_aeruginosa,0,Black-headed gull
958,LRDYYA,Others,16.57582,Black-headed gull
959,LRDYYA,Exiguobacterium_undae,0,Black-headed gull
960,LRDYYA,Catellicoccus_marimammalium,80.85293,Black-headed gull
961,LRDYYA,Escherichia_coli,0.05853,Black-headed gull
962,LRDYYA,Saccharomyces_cerevisiae,2.51272,Black-headed gull
963,LRDYYA,Bradyrhizobium_viridifuturi,0,Black-headed gull
964,LRHYA,Others,14.41049,Black-headed gull
965,LRHYA,Microcystis_aeruginosa,0,Black-headed gull
966,LRHYA,Exiguobacterium_undae,0,Black-headed gull
967,LRHYA,Bradyrhizobium_viridifuturi,0,Black-headed gull
968,LRHYA,Saccharomyces_cerevisiae,0,Black-headed gull
969,LRHYA,Unclassified,0,Black-headed gull
970,LRHYA,Catellicoccus_marimammalium,85.58951,Black-headed gull
971,LRHYA,Clostridium_perfringens,0,Black-headed gull
972,LRHYA,Escherichia_coli,0,Black-headed gull
973,LRHYYA,Escherichia_coli,0,Black-headed gull
974,LRHYYA,Catellicoccus_marimammalium,97.03815,Black-headed gull
975,LRHYYA,Microcystis_aeruginosa,0,Black-headed gull
976,LRHYYA,Others,0.0073900000000009,Black-headed gull
977,LRHYYA,Saccharomyces_cerevisiae,2.95446,Black-headed gull
978,LRHYYA,Unclassified,0,Black-headed gull
979,LRHYYA,Clostridium_perfringens,0,Black-headed gull
980,LRHYYA,Exiguobacterium_undae,0,Black-headed gull
981,LRHYYA,Bradyrhizobium_viridifuturi,0,Black-headed gull
982,LRLSA,Bradyrhizobium_viridifuturi,0,Black-headed gull
983,LRLSA,Unclassified,0,Black-headed gull
984,LRLSA,Others,0.0118499999999955,Black-headed gull
985,LRLSA,Clostridium_perfringens,0,Black-headed gull
986,LRLSA,Microcystis_aeruginosa,0,Black-headed gull
987,LRLSA,Saccharomyces_cerevisiae,0,Black-headed gull
988,LRLSA,Exiguobacterium_undae,0,Black-headed gull
989,LRLSA,Catellicoccus_marimammalium,99.98815,Black-headed gull
990,LRLSA,Escherichia_coli,0,Black-headed gull
991,LRLSYA,Others,0,Black-headed gull
992,LRLSYA,Catellicoccus_marimammalium,100,Black-headed gull
993,LRLSYA,Bradyrhizobium_viridifuturi,0,Black-headed gull
994,LRLSYA,Clostridium_perfringens,0,Black-headed gull
995,LRLSYA,Escherichia_coli,0,Black-headed gull
996,LRLSYA,Saccharomyces_cerevisiae,0,Black-headed gull
997,LRLSYA,Exiguobacterium_undae,0,Black-headed gull
998,LRLSYA,Microcystis_aeruginosa,0,Black-headed gull
999,LRLSYA,Unclassified,0,Black-headed gull
1000,LRQHA,Exiguobacterium_undae,0,Environment control
1001,LRQHA,Escherichia_coli,39.88365,Environment control
1002,LRQHA,Saccharomyces_cerevisiae,0,Environment control
1003,LRQHA,Clostridium_perfringens,0,Environment control
1004,LRQHA,Microcystis_aeruginosa,0,Environment control
1005,LRQHA,Catellicoccus_marimammalium,2.94926,Environment control
1006,LRQHA,Unclassified,0,Environment control
1007,LRQHA,Bradyrhizobium_viridifuturi,0,Environment control
1008,LRQHA,Others,57.16709,Environment control
1009,LRQHWA,Exiguobacterium_undae,0,Black-headed gull
1010,LRQHWA,Others,0.00132000000000687,Black-headed gull
1011,LRQHWA,Saccharomyces_cerevisiae,0.11549,Black-headed gull
1012,LRQHWA,Catellicoccus_marimammalium,99.88319,Black-headed gull
1013,LRQHWA,Clostridium_perfringens,0,Black-headed gull
1014,LRQHWA,Escherichia_coli,0,Black-headed gull
1015,LRQHWA,Unclassified,0,Black-headed gull
1016,LRQHWA,Microcystis_aeruginosa,0,Black-headed gull
1017,LRQHWA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1018,LRQHYWA,Saccharomyces_cerevisiae,0.36876,Black-headed gull
1019,LRQHYWA,Exiguobacterium_undae,0,Black-headed gull
1020,LRQHYWA,Catellicoccus_marimammalium,98.73986,Black-headed gull
1021,LRQHYWA,Microcystis_aeruginosa,0,Black-headed gull
1022,LRQHYWA,Escherichia_coli,0.5,Black-headed gull
1023,LRQHYWA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1024,LRQHYWA,Clostridium_perfringens,0.0312,Black-headed gull
1025,LRQHYWA,Others,0.360180000000014,Black-headed gull
1026,LRQHYWA,Unclassified,0,Black-headed gull
1027,LSB1RA,Escherichia_coli,0,Black-headed gull
1028,LSB1RA,Catellicoccus_marimammalium,0,Black-headed gull
1029,LSB1RA,Saccharomyces_cerevisiae,0,Black-headed gull
1030,LSB1RA,Exiguobacterium_undae,0,Black-headed gull
1031,LSB1RA,Unclassified,0,Black-headed gull
1032,LSB1RA,Microcystis_aeruginosa,0,Black-headed gull
1033,LSB1RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1034,LSB1RA,Clostridium_perfringens,0,Black-headed gull
1035,LSB1RA,Others,100,Black-headed gull
1036,LSB3RA,Clostridium_perfringens,0.28312,Black-headed gull
1037,LSB3RA,Catellicoccus_marimammalium,0,Black-headed gull
1038,LSB3RA,Others,99.71688,Black-headed gull
1039,LSB3RA,Microcystis_aeruginosa,0,Black-headed gull
1040,LSB3RA,Unclassified,0,Black-headed gull
1041,LSB3RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1042,LSB3RA,Escherichia_coli,0,Black-headed gull
1043,LSB3RA,Saccharomyces_cerevisiae,0,Black-headed gull
1044,LSB3RA,Exiguobacterium_undae,0,Black-headed gull
1045,LSB5RA,Unclassified,0,Black-headed gull
1046,LSB5RA,Microcystis_aeruginosa,0,Black-headed gull
1047,LSB5RA,Clostridium_perfringens,0,Black-headed gull
1048,LSB5RA,Others,100,Black-headed gull
1049,LSB5RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1050,LSB5RA,Saccharomyces_cerevisiae,0,Black-headed gull
1051,LSB5RA,Catellicoccus_marimammalium,0,Black-headed gull
1052,LSB5RA,Escherichia_coli,0,Black-headed gull
1053,LSB5RA,Exiguobacterium_undae,0,Black-headed gull
1054,LSBA,Exiguobacterium_undae,0,Environment control
1055,LSBA,Microcystis_aeruginosa,0,Environment control
1056,LSBA,Unclassified,0,Environment control
1057,LSBA,Others,100,Environment control
1058,LSBA,Saccharomyces_cerevisiae,0,Environment control
1059,LSBA,Escherichia_coli,0,Environment control
1060,LSBA,Clostridium_perfringens,0,Environment control
1061,LSBA,Bradyrhizobium_viridifuturi,0,Environment control
1062,LSBA,Catellicoccus_marimammalium,0,Environment control
1063,LSDG1,Microcystis_aeruginosa,0,Black-headed gull
1064,LSDG1,Catellicoccus_marimammalium,21.12171,Black-headed gull
1065,LSDG1,Others,0.599770000000007,Black-headed gull
1066,LSDG1,Saccharomyces_cerevisiae,78.27852,Black-headed gull
1067,LSDG1,Bradyrhizobium_viridifuturi,0,Black-headed gull
1068,LSDG1,Clostridium_perfringens,0,Black-headed gull
1069,LSDG1,Unclassified,0,Black-headed gull
1070,LSDG1,Exiguobacterium_undae,0,Black-headed gull
1071,LSDG1,Escherichia_coli,0,Black-headed gull
1072,LSDG2,Bradyrhizobium_viridifuturi,0,Black-headed gull
1073,LSDG2,Others,0.844560000000001,Black-headed gull
1074,LSDG2,Catellicoccus_marimammalium,9.7385,Black-headed gull
1075,LSDG2,Clostridium_perfringens,0,Black-headed gull
1076,LSDG2,Escherichia_coli,0,Black-headed gull
1077,LSDG2,Unclassified,0,Black-headed gull
1078,LSDG2,Saccharomyces_cerevisiae,89.41694,Black-headed gull
1079,LSDG2,Exiguobacterium_undae,0,Black-headed gull
1080,LSDG2,Microcystis_aeruginosa,0,Black-headed gull
1081,LSDG3,Exiguobacterium_undae,0,Black-headed gull
1082,LSDG3,Catellicoccus_marimammalium,90.66598,Black-headed gull
1083,LSDG3,Escherichia_coli,0,Black-headed gull
1084,LSDG3,Saccharomyces_cerevisiae,9.01147,Black-headed gull
1085,LSDG3,Bradyrhizobium_viridifuturi,0,Black-headed gull
1086,LSDG3,Clostridium_perfringens,0,Black-headed gull
1087,LSDG3,Others,0.322549999999993,Black-headed gull
1088,LSDG3,Unclassified,0,Black-headed gull
1089,LSDG3,Microcystis_aeruginosa,0,Black-headed gull
1090,LSGG1,Microcystis_aeruginosa,0,Black-headed gull
1091,LSGG1,Clostridium_perfringens,0,Black-headed gull
1092,LSGG1,Others,0.267989999999998,Black-headed gull
1093,LSGG1,Catellicoccus_marimammalium,99.67202,Black-headed gull
1094,LSGG1,Escherichia_coli,0.03784,Black-headed gull
1095,LSGG1,Exiguobacterium_undae,0,Black-headed gull
1096,LSGG1,Unclassified,0,Black-headed gull
1097,LSGG1,Bradyrhizobium_viridifuturi,0,Black-headed gull
1098,LSGG1,Saccharomyces_cerevisiae,0.02215,Black-headed gull
1099,LSGG2,Saccharomyces_cerevisiae,53.11432,Black-headed gull
1100,LSGG2,Escherichia_coli,0,Black-headed gull
1101,LSGG2,Catellicoccus_marimammalium,0.77355,Black-headed gull
1102,LSGG2,Exiguobacterium_undae,0,Black-headed gull
1103,LSGG2,Clostridium_perfringens,0,Black-headed gull
1104,LSGG2,Others,46.11213,Black-headed gull
1105,LSGG2,Bradyrhizobium_viridifuturi,0,Black-headed gull
1106,LSGG2,Unclassified,0,Black-headed gull
1107,LSGG2,Microcystis_aeruginosa,0,Black-headed gull
1108,LSGG3,Microcystis_aeruginosa,0,Black-headed gull
1109,LSGG3,Clostridium_perfringens,22.76449,Black-headed gull
1110,LSGG3,Catellicoccus_marimammalium,1.62191,Black-headed gull
1111,LSGG3,Exiguobacterium_undae,0,Black-headed gull
1112,LSGG3,Bradyrhizobium_viridifuturi,0,Black-headed gull
1113,LSGG3,Others,75.6136,Black-headed gull
1114,LSGG3,Escherichia_coli,0,Black-headed gull
1115,LSGG3,Saccharomyces_cerevisiae,0,Black-headed gull
1116,LSGG3,Unclassified,0,Black-headed gull
1117,LSGLB1,Microcystis_aeruginosa,0,Black-headed gull
1118,LSGLB1,Clostridium_perfringens,0,Black-headed gull
1119,LSGLB1,Unclassified,0,Black-headed gull
1120,LSGLB1,Others,0.00202000000000169,Black-headed gull
1121,LSGLB1,Saccharomyces_cerevisiae,0,Black-headed gull
1122,LSGLB1,Exiguobacterium_undae,0,Black-headed gull
1123,LSGLB1,Catellicoccus_marimammalium,99.99798,Black-headed gull
1124,LSGLB1,Escherichia_coli,0,Black-headed gull
1125,LSGLB1,Bradyrhizobium_viridifuturi,0,Black-headed gull
1126,LSGR10A,Catellicoccus_marimammalium,99.99682,Black-headed gull
1127,LSGR10A,Escherichia_coli,0,Black-headed gull
1128,LSGR10A,Bradyrhizobium_viridifuturi,0,Black-headed gull
1129,LSGR10A,Others,0.0031800000000004,Black-headed gull
1130,LSGR10A,Saccharomyces_cerevisiae,0,Black-headed gull
1131,LSGR10A,Unclassified,0,Black-headed gull
1132,LSGR10A,Microcystis_aeruginosa,0,Black-headed gull
1133,LSGR10A,Clostridium_perfringens,0,Black-headed gull
1134,LSGR10A,Exiguobacterium_undae,0,Black-headed gull
1135,LSGR21A,Saccharomyces_cerevisiae,0,Black-headed gull
1136,LSGR21A,Catellicoccus_marimammalium,96.95035,Black-headed gull
1137,LSGR21A,Unclassified,0,Black-headed gull
1138,LSGR21A,Others,3.04965,Black-headed gull
1139,LSGR21A,Exiguobacterium_undae,0,Black-headed gull
1140,LSGR21A,Clostridium_perfringens,0,Black-headed gull
1141,LSGR21A,Microcystis_aeruginosa,0,Black-headed gull
1142,LSGR21A,Escherichia_coli,0,Black-headed gull
1143,LSGR21A,Bradyrhizobium_viridifuturi,0,Black-headed gull
1144,LSGR2A,Bradyrhizobium_viridifuturi,0,Black-headed gull
1145,LSGR2A,Microcystis_aeruginosa,0,Black-headed gull
1146,LSGR2A,Others,0.00750999999999635,Black-headed gull
1147,LSGR2A,Clostridium_perfringens,0,Black-headed gull
1148,LSGR2A,Unclassified,0,Black-headed gull
1149,LSGR2A,Saccharomyces_cerevisiae,0,Black-headed gull
1150,LSGR2A,Exiguobacterium_undae,0,Black-headed gull
1151,LSGR2A,Catellicoccus_marimammalium,99.99249,Black-headed gull
1152,LSGR2A,Escherichia_coli,0,Black-headed gull
1153,LSGR32A,Catellicoccus_marimammalium,29.05512,Black-headed gull
1154,LSGR32A,Exiguobacterium_undae,0,Black-headed gull
1155,LSGR32A,Clostridium_perfringens,0,Black-headed gull
1156,LSGR32A,Bradyrhizobium_viridifuturi,0,Black-headed gull
1157,LSGR32A,Escherichia_coli,67.93668,Black-headed gull
1158,LSGR32A,Others,3.0082,Black-headed gull
1159,LSGR32A,Saccharomyces_cerevisiae,0,Black-headed gull
1160,LSGR32A,Microcystis_aeruginosa,0,Black-headed gull
1161,LSGR32A,Unclassified,0,Black-headed gull
1162,LSGR3A,Escherichia_coli,0.02284,Black-headed gull
1163,LSGR3A,Others,0.585470000000001,Black-headed gull
1164,LSGR3A,Catellicoccus_marimammalium,99.38588,Black-headed gull
1165,LSGR3A,Saccharomyces_cerevisiae,0,Black-headed gull
1166,LSGR3A,Exiguobacterium_undae,0.00581,Black-headed gull
1167,LSGR3A,Unclassified,0,Black-headed gull
1168,LSGR3A,Bradyrhizobium_viridifuturi,0,Black-headed gull
1169,LSGR3A,Microcystis_aeruginosa,0,Black-headed gull
1170,LSGR3A,Clostridium_perfringens,0,Black-headed gull
1171,LSGR4A,Others,0.305080000000004,Black-headed gull
1172,LSGR4A,Bradyrhizobium_viridifuturi,0,Black-headed gull
1173,LSGR4A,Unclassified,0,Black-headed gull
1174,LSGR4A,Escherichia_coli,0,Black-headed gull
1175,LSGR4A,Clostridium_perfringens,0.06446,Black-headed gull
1176,LSGR4A,Saccharomyces_cerevisiae,0.20433,Black-headed gull
1177,LSGR4A,Exiguobacterium_undae,0,Black-headed gull
1178,LSGR4A,Microcystis_aeruginosa,0,Black-headed gull
1179,LSGR4A,Catellicoccus_marimammalium,99.42613,Black-headed gull
1180,LSGY1,Escherichia_coli,0.00109,Black-headed gull
1181,LSGY1,Exiguobacterium_undae,0,Black-headed gull
1182,LSGY1,Bradyrhizobium_viridifuturi,0,Black-headed gull
1183,LSGY1,Saccharomyces_cerevisiae,0,Black-headed gull
1184,LSGY1,Others,0,Black-headed gull
1185,LSGY1,Clostridium_perfringens,0,Black-headed gull
1186,LSGY1,Catellicoccus_marimammalium,99.99891,Black-headed gull
1187,LSGY1,Unclassified,0,Black-headed gull
1188,LSGY1,Microcystis_aeruginosa,0,Black-headed gull
1189,LSGY2,Catellicoccus_marimammalium,52.64271,Black-headed gull
1190,LSGY2,Bradyrhizobium_viridifuturi,0,Black-headed gull
1191,LSGY2,Saccharomyces_cerevisiae,47.34608,Black-headed gull
1192,LSGY2,Clostridium_perfringens,0,Black-headed gull
1193,LSGY2,Unclassified,0,Black-headed gull
1194,LSGY2,Escherichia_coli,0,Black-headed gull
1195,LSGY2,Microcystis_aeruginosa,0,Black-headed gull
1196,LSGY2,Exiguobacterium_undae,0,Black-headed gull
1197,LSGY2,Others,0.0112100000000055,Black-headed gull
1198,LSGY3,Clostridium_perfringens,0,Black-headed gull
1199,LSGY3,Exiguobacterium_undae,0,Black-headed gull
1200,LSGY3,Microcystis_aeruginosa,0,Black-headed gull
1201,LSGY3,Others,0.0217499999999973,Black-headed gull
1202,LSGY3,Unclassified,0,Black-headed gull
1203,LSGY3,Catellicoccus_marimammalium,99.97825,Black-headed gull
1204,LSGY3,Bradyrhizobium_viridifuturi,0,Black-headed gull
1205,LSGY3,Escherichia_coli,0,Black-headed gull
1206,LSGY3,Saccharomyces_cerevisiae,0,Black-headed gull
1207,LSSA,Others,0,Environment control
1208,LSSA,Clostridium_perfringens,0,Environment control
1209,LSSA,Exiguobacterium_undae,0,Environment control
1210,LSSA,Bradyrhizobium_viridifuturi,0,Environment control
1211,LSSA,Unclassified,100,Environment control
1212,LSSA,Catellicoccus_marimammalium,0,Environment control
1213,LSSA,Escherichia_coli,0,Environment control
1214,LSSA,Microcystis_aeruginosa,0,Environment control
1215,LSSA,Saccharomyces_cerevisiae,0,Environment control
1216,LSWA,Escherichia_coli,0,Environment control
1217,LSWA,Bradyrhizobium_viridifuturi,0,Environment control
1218,LSWA,Microcystis_aeruginosa,0,Environment control
1219,LSWA,Others,100,Environment control
1220,LSWA,Catellicoccus_marimammalium,0,Environment control
1221,LSWA,Saccharomyces_cerevisiae,0,Environment control
1222,LSWA,Exiguobacterium_undae,0,Environment control
1223,LSWA,Unclassified,0,Environment control
1224,LSWA,Clostridium_perfringens,0,Environment control
1225,LSWR1A,Exiguobacterium_undae,0,Black-headed gull
1226,LSWR1A,Clostridium_perfringens,0,Black-headed gull
1227,LSWR1A,Microcystis_aeruginosa,0,Black-headed gull
1228,LSWR1A,Bradyrhizobium_viridifuturi,0,Black-headed gull
1229,LSWR1A,Saccharomyces_cerevisiae,0,Black-headed gull
1230,LSWR1A,Catellicoccus_marimammalium,99.63242,Black-headed gull
1231,LSWR1A,Others,0.367580000000004,Black-headed gull
1232,LSWR1A,Unclassified,0,Black-headed gull
1233,LSWR1A,Escherichia_coli,0,Black-headed gull
1234,LSWR9A,Catellicoccus_marimammalium,100,Black-headed gull
1235,LSWR9A,Others,0,Black-headed gull
1236,LSWR9A,Clostridium_perfringens,0,Black-headed gull
1237,LSWR9A,Bradyrhizobium_viridifuturi,0,Black-headed gull
1238,LSWR9A,Saccharomyces_cerevisiae,0,Black-headed gull
1239,LSWR9A,Exiguobacterium_undae,0,Black-headed gull
1240,LSWR9A,Escherichia_coli,0,Black-headed gull
1241,LSWR9A,Unclassified,0,Black-headed gull
1242,LSWR9A,Microcystis_aeruginosa,0,Black-headed gull
1243,LSY1RA,Microcystis_aeruginosa,0,Black-headed gull
1244,LSY1RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1245,LSY1RA,Escherichia_coli,0,Black-headed gull
1246,LSY1RA,Clostridium_perfringens,0.11473,Black-headed gull
1247,LSY1RA,Catellicoccus_marimammalium,0,Black-headed gull
1248,LSY1RA,Exiguobacterium_undae,0,Black-headed gull
1249,LSY1RA,Saccharomyces_cerevisiae,0,Black-headed gull
1250,LSY1RA,Unclassified,0,Black-headed gull
1251,LSY1RA,Others,99.88527,Black-headed gull
1252,LSY3RA,Escherichia_coli,0,Black-headed gull
1253,LSY3RA,Unclassified,0,Black-headed gull
1254,LSY3RA,Saccharomyces_cerevisiae,0,Black-headed gull
1255,LSY3RA,Exiguobacterium_undae,0,Black-headed gull
1256,LSY3RA,Clostridium_perfringens,0,Black-headed gull
1257,LSY3RA,Others,100,Black-headed gull
1258,LSY3RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1259,LSY3RA,Catellicoccus_marimammalium,0,Black-headed gull
1260,LSY3RA,Microcystis_aeruginosa,0,Black-headed gull
1261,LSY5RA,Saccharomyces_cerevisiae,0,Black-headed gull
1262,LSY5RA,Exiguobacterium_undae,0,Black-headed gull
1263,LSY5RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1264,LSY5RA,Escherichia_coli,0,Black-headed gull
1265,LSY5RA,Catellicoccus_marimammalium,0,Black-headed gull
1266,LSY5RA,Unclassified,0,Black-headed gull
1267,LSY5RA,Others,100,Black-headed gull
1268,LSY5RA,Clostridium_perfringens,0,Black-headed gull
1269,LSY5RA,Microcystis_aeruginosa,0,Black-headed gull
1270,PCQHA,Catellicoccus_marimammalium,0,Other birds
1271,PCQHA,Others,0,Other birds
1272,PCQHA,Microcystis_aeruginosa,0,Other birds
1273,PCQHA,Escherichia_coli,0,Other birds
1274,PCQHA,Clostridium_perfringens,0,Other birds
1275,PCQHA,Exiguobacterium_undae,0,Other birds
1276,PCQHA,Bradyrhizobium_viridifuturi,0,Other birds
1277,PCQHA,Unclassified,100,Other birds
1278,PCQHA,Saccharomyces_cerevisiae,0,Other birds
1279,QHBA,Catellicoccus_marimammalium,100,Black-headed gull
1280,QHBA,Unclassified,0,Black-headed gull
1281,QHBA,Others,0,Black-headed gull
1282,QHBA,Microcystis_aeruginosa,0,Black-headed gull
1283,QHBA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1284,QHBA,Clostridium_perfringens,0,Black-headed gull
1285,QHBA,Escherichia_coli,0,Black-headed gull
1286,QHBA,Exiguobacterium_undae,0,Black-headed gull
1287,QHBA,Saccharomyces_cerevisiae,0,Black-headed gull
1288,QHC1RA,Microcystis_aeruginosa,0,Other birds
1289,QHC1RA,Bradyrhizobium_viridifuturi,0,Other birds
1290,QHC1RA,Unclassified,100,Other birds
1291,QHC1RA,Exiguobacterium_undae,0,Other birds
1292,QHC1RA,Saccharomyces_cerevisiae,0,Other birds
1293,QHC1RA,Clostridium_perfringens,0,Other birds
1294,QHC1RA,Catellicoccus_marimammalium,0,Other birds
1295,QHC1RA,Others,0,Other birds
1296,QHC1RA,Escherichia_coli,0,Other birds
1297,QHC3RA,Saccharomyces_cerevisiae,0,Other birds
1298,QHC3RA,Catellicoccus_marimammalium,0,Other birds
1299,QHC3RA,Microcystis_aeruginosa,0,Other birds
1300,QHC3RA,Others,100,Other birds
1301,QHC3RA,Exiguobacterium_undae,0,Other birds
1302,QHC3RA,Unclassified,0,Other birds
1303,QHC3RA,Escherichia_coli,0,Other birds
1304,QHC3RA,Clostridium_perfringens,0,Other birds
1305,QHC3RA,Bradyrhizobium_viridifuturi,0,Other birds
1306,QHC5RA,Clostridium_perfringens,0,Other birds
1307,QHC5RA,Catellicoccus_marimammalium,0,Other birds
1308,QHC5RA,Bradyrhizobium_viridifuturi,0,Other birds
1309,QHC5RA,Saccharomyces_cerevisiae,0,Other birds
1310,QHC5RA,Exiguobacterium_undae,0,Other birds
1311,QHC5RA,Microcystis_aeruginosa,0,Other birds
1312,QHC5RA,Others,100,Other birds
1313,QHC5RA,Unclassified,0,Other birds
1314,QHC5RA,Escherichia_coli,0,Other birds
1315,QHDG1,Bradyrhizobium_viridifuturi,0,Black-headed gull
1316,QHDG1,Others,0.045259999999999,Black-headed gull
1317,QHDG1,Saccharomyces_cerevisiae,0.00015,Black-headed gull
1318,QHDG1,Clostridium_perfringens,0,Black-headed gull
1319,QHDG1,Escherichia_coli,0,Black-headed gull
1320,QHDG1,Unclassified,0,Black-headed gull
1321,QHDG1,Exiguobacterium_undae,0,Black-headed gull
1322,QHDG1,Microcystis_aeruginosa,0,Black-headed gull
1323,QHDG1,Catellicoccus_marimammalium,99.95459,Black-headed gull
1324,QHDG2,Escherichia_coli,0,Black-headed gull
1325,QHDG2,Saccharomyces_cerevisiae,0,Black-headed gull
1326,QHDG2,Exiguobacterium_undae,0,Black-headed gull
1327,QHDG2,Catellicoccus_marimammalium,99.94181,Black-headed gull
1328,QHDG2,Others,0.0581899999999962,Black-headed gull
1329,QHDG2,Bradyrhizobium_viridifuturi,0,Black-headed gull
1330,QHDG2,Clostridium_perfringens,0,Black-headed gull
1331,QHDG2,Unclassified,0,Black-headed gull
1332,QHDG2,Microcystis_aeruginosa,0,Black-headed gull
1333,QHDG3,Microcystis_aeruginosa,0,Black-headed gull
1334,QHDG3,Clostridium_perfringens,0,Black-headed gull
1335,QHDG3,Catellicoccus_marimammalium,49.12177,Black-headed gull
1336,QHDG3,Saccharomyces_cerevisiae,0.06117,Black-headed gull
1337,QHDG3,Bradyrhizobium_viridifuturi,0,Black-headed gull
1338,QHDG3,Escherichia_coli,0,Black-headed gull
1339,QHDG3,Others,50.81706,Black-headed gull
1340,QHDG3,Unclassified,0,Black-headed gull
1341,QHDG3,Exiguobacterium_undae,0,Black-headed gull
1342,QHDT1,Saccharomyces_cerevisiae,0.07008,Black-headed gull
1343,QHDT1,Exiguobacterium_undae,0,Black-headed gull
1344,QHDT1,Bradyrhizobium_viridifuturi,0,Black-headed gull
1345,QHDT1,Clostridium_perfringens,0,Black-headed gull
1346,QHDT1,Unclassified,0,Black-headed gull
1347,QHDT1,Escherichia_coli,0,Black-headed gull
1348,QHDT1,Others,0.0755599999999959,Black-headed gull
1349,QHDT1,Microcystis_aeruginosa,0,Black-headed gull
1350,QHDT1,Catellicoccus_marimammalium,99.85436,Black-headed gull
1351,QHDW1,Escherichia_coli,0,Black-headed gull
1352,QHDW1,Clostridium_perfringens,0,Black-headed gull
1353,QHDW1,Catellicoccus_marimammalium,1.91232,Black-headed gull
1354,QHDW1,Saccharomyces_cerevisiae,88.52553,Black-headed gull
1355,QHDW1,Microcystis_aeruginosa,0,Black-headed gull
1356,QHDW1,Bradyrhizobium_viridifuturi,0,Black-headed gull
1357,QHDW1,Exiguobacterium_undae,0,Black-headed gull
1358,QHDW1,Unclassified,0,Black-headed gull
1359,QHDW1,Others,9.56215,Black-headed gull
1360,QHDW2,Others,25.49476,Black-headed gull
1361,QHDW2,Clostridium_perfringens,0,Black-headed gull
1362,QHDW2,Unclassified,0,Black-headed gull
1363,QHDW2,Catellicoccus_marimammalium,10.72391,Black-headed gull
1364,QHDW2,Escherichia_coli,0,Black-headed gull
1365,QHDW2,Microcystis_aeruginosa,0,Black-headed gull
1366,QHDW2,Bradyrhizobium_viridifuturi,0,Black-headed gull
1367,QHDW2,Exiguobacterium_undae,0,Black-headed gull
1368,QHDW2,Saccharomyces_cerevisiae,63.78133,Black-headed gull
1369,QHDW3,Catellicoccus_marimammalium,98.94777,Black-headed gull
1370,QHDW3,Escherichia_coli,0,Black-headed gull
1371,QHDW3,Bradyrhizobium_viridifuturi,0,Black-headed gull
1372,QHDW3,Others,1.03325,Black-headed gull
1373,QHDW3,Saccharomyces_cerevisiae,0,Black-headed gull
1374,QHDW3,Microcystis_aeruginosa,0,Black-headed gull
1375,QHDW3,Unclassified,0,Black-headed gull
1376,QHDW3,Clostridium_perfringens,0.01898,Black-headed gull
1377,QHDW3,Exiguobacterium_undae,0,Black-headed gull
1378,QHDYW1,Others,0.0423799999999943,Black-headed gull
1379,QHDYW1,Saccharomyces_cerevisiae,0,Black-headed gull
1380,QHDYW1,Unclassified,0,Black-headed gull
1381,QHDYW1,Bradyrhizobium_viridifuturi,0,Black-headed gull
1382,QHDYW1,Catellicoccus_marimammalium,99.95762,Black-headed gull
1383,QHDYW1,Microcystis_aeruginosa,0,Black-headed gull
1384,QHDYW1,Clostridium_perfringens,0,Black-headed gull
1385,QHDYW1,Escherichia_coli,0,Black-headed gull
1386,QHDYW1,Exiguobacterium_undae,0,Black-headed gull
1387,QHDYW2,Microcystis_aeruginosa,0,Black-headed gull
1388,QHDYW2,Unclassified,0,Black-headed gull
1389,QHDYW2,Clostridium_perfringens,0,Black-headed gull
1390,QHDYW2,Catellicoccus_marimammalium,99.76015,Black-headed gull
